label,material_class,material_subclass,surface,transparency,angle_index,channel,wavelength_nm,ir_laser,valid,core,halo_r50,halo_r10,halo_energy_10_40,speckle,add_r,add_g,add_b,flood,flood_background,saturated_core,gain_factor,ir_core,ir_halo_r50,ir_halo_r10,ir_halo_energy_10_40,ir_speckle,ir_saturated_core,red_green_ratio,red2_green_ratio,fringe_contrast_object,fringe_contrast_background,fringe_contrast_ratio,fringe_albedo_object,fringe_albedo_background,fringe_reliable_fraction,fringe_object_px,sample_id,scan_id
cardboard piece 01,cardboard,corrugated,,,2,1,635,False,True,116.8,4,5,0.353,1.472,105.9,106.3,138.1,False,,1.0,0.8634,5175.0,4,4,0.227,1242.15,0.83,,,20.7,20.29,1.021,137.3,227.3,0.8016,30527,2725693b-f67f-4105-acd2-df56aef1f14e,6b04ed9c-8897-44d9-8c77-27d3e44ce5cc
cardboard piece 01,cardboard,corrugated,,,2,2,635,False,True,127.95,5,23,0.233,0.934,111.0,122.6,150.3,False,,1.0,0.8668,3990.0,6,6,0.256,11.3,0.48,,,20.7,20.29,1.021,137.3,227.3,0.8016,30527,2725693b-f67f-4105-acd2-df56aef1f14e,6b04ed9c-8897-44d9-8c77-27d3e44ce5cc
cardboard piece 01,cardboard,corrugated,,,2,3,940,True,True,6.4,7,60,0.07,0.594,6.4,5.1,7.7,False,,0.0,0.8737,7832.0,4,4,0.279,12.736,0.55,,,20.7,20.29,1.021,137.3,227.3,0.8016,30527,2725693b-f67f-4105-acd2-df56aef1f14e,6b04ed9c-8897-44d9-8c77-27d3e44ce5cc
cardboard piece 01,cardboard,corrugated,,,2,4,530,False,False,,,,,,,,,False,,,,,,,,,,,,20.7,20.29,1.021,137.3,227.3,0.8016,30527,2725693b-f67f-4105-acd2-df56aef1f14e,6b04ed9c-8897-44d9-8c77-27d3e44ce5cc
cardboard piece 01,cardboard,corrugated,,,1,1,635,False,True,125.07,4,12,0.245,1.206,113.0,115.5,146.7,False,,1.0,0.8629,58868.0,6,10,0.201,1.72,0.93,,,20.58,20.65,0.996,140.9,227.2,0.8026,29270,2725693b-f67f-4105-acd2-df56aef1f14e,df7b233f-cc5d-4df1-858c-4b8adecdfe67
cardboard piece 01,cardboard,corrugated,,,1,2,635,False,True,127.24,5,27,0.192,0.898,113.6,121.0,147.1,False,,1.0,0.8629,59119.0,7,10,0.214,1.547,0.93,,,20.58,20.65,0.996,140.9,227.2,0.8026,29270,2725693b-f67f-4105-acd2-df56aef1f14e,df7b233f-cc5d-4df1-858c-4b8adecdfe67
cardboard piece 01,cardboard,corrugated,,,1,3,940,True,True,99.84,9,60,0.098,0.681,93.0,102.1,104.4,False,,0.0,0.8629,61246.0,8,11,0.232,1.325,1.0,,,20.58,20.65,0.996,140.9,227.2,0.8026,29270,2725693b-f67f-4105-acd2-df56aef1f14e,df7b233f-cc5d-4df1-858c-4b8adecdfe67
cardboard piece 01,cardboard,corrugated,,,1,4,530,False,False,,,,,,,,,False,,,,,,,,,,,,20.58,20.65,0.996,140.9,227.2,0.8026,29270,2725693b-f67f-4105-acd2-df56aef1f14e,df7b233f-cc5d-4df1-858c-4b8adecdfe67
cardboard piece 01,cardboard,corrugated,,,,1,635,False,True,28.59,6,23,0.269,0.595,32.4,25.0,28.3,False,,1.0,0.7911,,,,,,,0.658,0.687,,,,,,,,2725693b-f67f-4105-acd2-df56aef1f14e,f06efd79-1280-4e8f-97ff-2d6b2352e39b
cardboard piece 01,cardboard,corrugated,,,,2,635,False,True,29.88,10,47,0.167,0.387,32.5,27.6,29.5,False,,1.0,0.7911,,,,,,,0.658,0.687,,,,,,,,2725693b-f67f-4105-acd2-df56aef1f14e,f06efd79-1280-4e8f-97ff-2d6b2352e39b
cardboard piece 01,cardboard,corrugated,,,,3,940,True,True,5.55,22,60,0.126,0.378,8.6,3.4,4.6,False,,0.0,0.7911,,,,,,,0.658,0.687,,,,,,,,2725693b-f67f-4105-acd2-df56aef1f14e,f06efd79-1280-4e8f-97ff-2d6b2352e39b
cardboard piece 01,cardboard,corrugated,,,,4,530,False,True,43.48,56,60,0.074,0.032,45.1,41.5,43.8,False,,1.0,0.8396,,,,,,,0.658,0.687,,,,,,,,2725693b-f67f-4105-acd2-df56aef1f14e,f06efd79-1280-4e8f-97ff-2d6b2352e39b
